,cod,cod_pub,nome,sexo,tratamento,url_foto,url_pag,email,uf,data_nasc,naturalidade,uf_naturalidade,endereco,telefones,filiacoes,votos_favor,votos_contra,afastado
51,6027,881,Antônio Mecias Pereira de Jesus,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6027.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/6027,sen.meciasdejesus@senado.leg.br,RR,1962-02-08,Graça Aranha,MA,Senado Federal Anexo 2   Ala Ruy Carneiro Gabinete 02,"['33035291', '33035292']","[{'cod': '521', 'data_filiacao': '2019-01-01', 'data_desfiliacao': None}]","['135603', '137438', '136635', '137999', '136775', '138555', '137305', '128634', '134583', '137315', '118042', '139005', '140424', '140423', '139928', '141674', '135594', '123903', '129807', '134910', '142499', '143646', '141944', '140850', '141439', '141840', '140392', '140394', '142089', '139882', '141443', '141363', '143101', '141144', '141308', '142022', '142136', '142088', '141436', '140100', '141614', '139736', '141321', '139427', '142596', '141309', '141193', '141561', '141571', '141270', '142442', '141863', '143258', '142263', '142016', '141346', '141174', '143156', '143597', '143611', '142077', '143551', '141297', '141417', '141475', '142085', '142091', '140096', '141756', '141437', '140385', '141962', '141354', '141837', '141823', '141814', '140367', '141306', '141219', '141114', '124513', '142690', '141349', '141111', '141415', '141375', '141819', '141815', '141816', '141110', '141109', '138177', '144655', '135147', '142693', '141753', '141368', '135064', '135983', '139277']","['137999', '138555', '141674', '141443', '141944', '143258', '142016', '141297', '140385', '141814', '140534', '141375', '143574', '142693']",Não
52,5985,858,Nelson Trad Filho,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5985.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5985,sen.nelsinhotrad@senado.leg.br,MS,1961-09-05,Campo Grande,MS,Senado Federal Anexo 1  24º Pavimento  ,"['33036767', '33036768']","[{'cod': '557', 'data_filiacao': '2019-01-01', 'data_desfiliacao': None}]","['137438', '137999', '136775', '138555', '122909', '137305', '128634', '130029', '129887', '134583', '135079', '139897', '137122', '137315', '118042', '139005', '117839', '121353', '140424', '139928', '141674', '141443', '135594', '130919', '136173', '123903', '129807', '142499', '143646', '141944', '140850', '141840', '140392', '140394', '142089', '139882', '141363', '143101', '141144', '142691', '141308', '142022', '142136', '142088', '141436', '140100', '141614', '139736', '141321', '142596', '141309', '141193', '141561', '141571', '141270', '142442', '141863', '143258', '142263', '142016', '141346', '141174', '143156', '143611', '141297', '141417', '141475', '142085', '142091', '140096', '141756', '141437', '140385', '141962', '141354', '141837', '141823', '141814', '140367', '141306', '141219', '124513', '142690', '141349', '141111', '141415', '140534', '141375', '141819', '141815', '141816', '138177', '144655', '135147', '142693', '141753', '141368', '135064', '127414', '135983', '139277']","['135603', '136913', '136635', '137999', '138555', '141674', '141944', '140850', '141443', '143258', '142016', '140385', '141814', '135147', '143574', '142693', '141368']",Não
53,63,948,Ney Robinson Suassuna,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador63.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/63,neysuassun@senador.leg.br,PB,1941-10-11,Campina Grande,PB,Senado Federal Anexo 1  20º Pavimento  ,"['33032252', '33032481']","[{'cod': '521', 'data_filiacao': '2020-09-28', 'data_desfiliacao': None}, {'cod': '33', 'data_filiacao': '1995-01-02', 'data_desfiliacao': '2020-09-27'}, {'cod': '163', 'data_filiacao': '1993-05-22', 'data_desfiliacao': '1995-01-01'}, {'cod': '33', 'data_filiacao': '1993-01-13', 'data_desfiliacao': '1993-05-21'}]","['142499', '142596', '143156', '144655', '135147', '42400', '41825', '42062', '42064', '647', '40350', '41042', '41054', '686', '716', '775', '771', '742', '765', '40843', '599', '41060', '751', '793', '1524', '717', '40927', '40930', '40943', '839', '887', '40563', '864', '27358', '18571', '24816', '17177', '17193', '17247', '17275', '17299', '16556', '17056', '17076', '18384', '33357', '17785', '17790', '16398', '17771', '17775', '18494', '17700', '17504', '20122', '1474', '862', '19140', '19717', '32773', '18024', '807', '18257', '17929', '16581', '16861', '17953', '32224', '17497', '17839', '847', '18783', '20245', '17921', '17922', '17927', '17533', '17918', '17488', '17876', '17909', '17910', '17914', '1583', '17924', '854', '849', '17351', '17360', '17368', '18597', '666', '43348', '816', '42831', '43066', '833', '42564', '46003', '1597', '42251', '43334', '42257', '42823', '40521', '44880', '42450', '44134', '41441', '41053', '19357', '18337', '18453', '17092', '17908', '17917', '17928', '16478', '16680', '16757', '16964', '17298', '20153', '22296', '669', '672', '673', '651', '17310', '17289', '17207', '17318', '17343', '17956', '834', '17095', '16990', '17057', '17806', '17375', '32400', '1084', '1054', '17433', '17846', '17857', '17865', '17888', '17764', '17767', '17789', '17798', '17810', '17818', '17850', '17472', '17012', '17034', '17307', '17340', '16606', '16705', '16729', '17358', '17547', '17649', '17656', '17682', '17699', '17740', '29215', '18569', '18582', '22126', '17143', '17244', '32978', '18256', '18533', '18438', '18480', '18493', '17219', '17526', '17330', '17339', '17356', '17389', '17440', '17456', '17496', '16528', '16553', '16605', '16629', '16781', '16807', '16834', '16859', '16987', '17382', '758', '17926', '16425', '16504', '17359', '17663', '17677', '17689', '17694', '16655', '16730', '16783', '16913', '17376', '17384', '17392', '17566', '33013', '20743', '16101', '17869', '865', '828', '16024', '17757', '17795', '17915', '17055', '17587', '1260', '808', '18570', '17803', '17811', '17862', '17854', '43826', '41711', '43190', '42824', '41409', '43153', '42449', '814', '42716', '62771', '76618', '67695', '67731', '68116', '67089', '44289', '79651', '78898', '56318', '76678', '48035', '47976', '48183', '48869', '49225', '62800', '56008', '48576', '1206', '59189', '40848', '1484', '56303', '56188', '54486', '841', '49506', '53762', '53763', '45574', '44577', '45760', '48888', '49182', '50122', '46674', '49551', '49557', '50185', '50212', '40941', '47269', '64739', '58362', '63986', '44798', '66712', '74153', '45393', '66949', '69754', '56066', '74638', '71314', '41052', '60041', '71608', '53378', '56700', '68712', '67621', '67962', '63304', '63306', '58396', '64715', '67029', '64476', '65628', '65509', '66651', '66736', '64065', '63557', '62161', '65088', '60903', '57026', '20527', '20310', '17323', '17442', '22255', '18825', '45483', '48580', '41526', '813', '47830', '40987', '44093', '818', '76077', '40354', '51335', '35778', '17975', '1100', '49561', '65843', '77626', '16071', '71725', '66849', '21596', '76606', '74634', '75852', '50867', '76145', '69602', '69606', '71550', '65677', '75700', '17036', '17246', '22486', '17160', '16963', '17520', '17534', '18510', '17574', '17580', '17594', '17678', '17683', '17690', '17701', '17851', '16884', '16706', '16809', '17287', '17333', '17634', '843', '41754', '863', '45171', '47389', '55697', '21032', '19958', '19295', '17397', '17546', '17912', '17913', '17925', '17802', '17872', '17897']","['135147', '143574', '1424', '42178', '891', '697', '40918', '887', '27358', '33357', '18494', '20122', '862', '19717', '32310', '18024', '32491', '18425', '18466', '32224', '17911', '34219', '19556', '27148', '1541', '42251', '1597', '42450', '43122', '41441', '18453', '17316', '864', '17400', '27072', '17449', '17825', '21922', '18569', '22126', '17322', '29303', '17566', '20743', '19108', '15953', '865', '42718', '41711', '43190', '67696', '79505', '78898', '76678', '1484', '56303', '56382', '45191', '49423', '49551', '50185', '46582', '1682', '63986', '58362', '73272', '71715', '44577', '63304', '63306', '68661', '68093', '64820', '62161', '65088', '60903', '22255', '26656', '1546', '44443', '41050', '64716', '48035', '65843', '76077', '69602', '40263', '20245', '18597', '45834', '18974', '19295']",Não
54,5525,803,Omar José Abdel Aziz,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5525.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5525,sen.omaraziz@senado.leg.br,AM,1958-08-13,Garça,SP,Senado Federal Anexo 2   Ala Filinto Müller Gabinete 01,"['33036579', '33036524']","[{'cod': '557', 'data_filiacao': '2015-02-01', 'data_desfiliacao': None}]","['119550', '137438', '136635', '133552', '131868', '132081', '131775', '131872', '125723', '120742', '124116', '125429', '129808', '128659', '127792', '129547', '132243', '131869', '105470', '131643', '131746', '129030', '127681', '129171', '100405', '131777', '132167', '131776', '126135', '128136', '130047', '129378', '129244', '121801', '129391', '128545', '111574', '85326', '129049', '127898', '49264', '137999', '136775', '138555', '128634', '133412', '131419', '132847', '137178', '135079', '132056', '139897', '137122', '137315', '118042', '139005', '117839', '121353', '134723', '140424', '140423', '139928', '141674', '141443', '135594', '130919', '123903', '129807', '134910', '122767', '142499', '143646', '141944', '140850', '141439', '141840', '140392', '140394', '142089', '139882', '141363', '143101', '142691', '141308', '142022', '142136', '142088', '141436', '140100', '141614', '139736', '141321', '139427', '142596', '141309', '141193', '141561', '141571', '141270', '142442', '141863', '143258', '142263', '142016', '141346', '141174', '143156', '143597', '143611', '142077', '143551', '141297', '141417', '141475', '142085', '142091', '140096', '141756', '141437', '140385', '141962', '141354', '141837', '141823', '141814', '140367', '141306', '141219', '141114', '124513', '142690', '141349', '141111', '141415', '140534', '141375', '141819', '141815', '141816', '141110', '141109', '144655', '135147', '142693', '141753', '141368', '127414', '135983', '132678', '133495', '133779', '139277', '135603', '123221', '126817', '127337', '126473', '127406', '125733', '125734', '121968', '126094', '125567', '118418', '121704', '123060', '106824', '91341', '124476', '125708', '123909', '121426', '123715', '123467', '123432', '123466', '120179', '123245', '123551', '101007', '126992', '126826', '127262', '124207', '123298', '120492', '122324', '122759', '123103', '122739', '120843', '121896', '121994', '118712', '122646', '115729', '101237', '122308', '122392', '122031', '122009', '115831', '122307', '120554', '122117', '121072', '101011', '119401', '119551', '120159', '120300', '119714', '119633', '116962', '100330', '112831']","['102721', '129997', '129808', '127644', '131003', '129171', '129391', '129049', '128035', '137999', '133940', '132056', '138555', '141674', '141944', '140850', '141443', '141144', '143258', '142016', '140385', '141814', '135147', '143574', '142693', '135064', '127337', '123715', '120179', '124207', '123298', '121952', '121373', '118636', '122307', '121072', '120030', '119539', '120159', '113104', '100330', '118736']",Não
55,5924,857,Oriovisto Guimaraes,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5924.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5924,sen.oriovistoguimaraes@senado.leg.br,PR,1945-08-12,Batatais,SP,Senado Federal Anexo 2   Ala Teotônio Vilela Gabinete 25,['33031635'],"[{'cod': '577', 'data_filiacao': '2019-01-01', 'data_desfiliacao': None}]","['135603', '136913', '137438', '136635', '136775', '138555', '130029', '132847', '135079', '139897', '137122', '117839', '121353', '140424', '140423', '139928', '141674', '141443', '137999', '135594', '130919', '123903', '129807', '134910', '142499', '143646', '141944', '140850', '141439', '141840', '140392', '140394', '142089', '139882', '141363', '143101', '141144', '142691', '141308', '142022', '142136', '142088', '140100', '141614', '139736', '141321', '139427', '142596', '141309', '141193', '141561', '141571', '141270', '142442', '143258', '142263', '142016', '141174', '143156', '143597', '143611', '142077', '141297', '141417', '141475', '142085', '142091', '140096', '141756', '141437', '140385', '141354', '141837', '141823', '141814', '140367', '141219', '141114', '124513', '142690', '141349', '141111', '141415', '140534', '141375', '141815', '141816', '141110', '141109', '144655', '135147', '142693', '141753', '141368', '135064', '127414', '139277']","['137999', '128634', '138555', '139005', '141674', '136173', '141944', '140850', '141443', '141863', '143258', '141297', '140385', '141962', '141814', '141306', '141375', '141819', '138177', '135147', '143574', '142693', '141368', '135983']",Não
56,5523,831,Otto Roberto Mendonça de Alencar,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5523.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5523,sen.ottoalencar@senado.leg.br,BA,1947-08-28,Ruy Barbosa,BA,Senado Federal Anexo 2   Ala Teotônio Vilela Gabinete 09,"['33031464', '33031467', '33032862']","[{'cod': '557', 'data_filiacao': '2015-02-01', 'data_desfiliacao': None}]","['119550', '137438', '136635', '133552', '131868', '105470', '130672', '131028', '128550', '116074', '129808', '125429', '128136', '128659', '132243', '131869', '131643', '131003', '127681', '129171', '94536', '100405', '131777', '126135', '130047', '128554', '130929', '121801', '129391', '127863', '128545', '111574', '85326', '129049', '128035', '49264', '130847', '136775', '138555', '122909', '137305', '128634', '129887', '133412', '131419', '116081', '132847', '137178', '117839', '132056', '139897', '137122', '137315', '118042', '121353', '134723', '140424', '140423', '139928', '141443', '135594', '130919', '123903', '129807', '134910', '126084', '122767', '142499', '143646', '141944', '140850', '141840', '140392', '140394', '142089', '139882', '141363', '143101', '141308', '142022', '142136', '142088', '141436', '141614', '139736', '141321', '139427', '142596', '141309', '141193', '141561', '141571', '141270', '142442', '141863', '143258', '142016', '141346', '141174', '143156', '143597', '143611', '142077', '143551', '141297', '142085', '142091', '140096', '141756', '141437', '140385', '141962', '141354', '141837', '141823', '141814', '140367', '141219', '141114', '124513', '142690', '141349', '141111', '141415', '140534', '141375', '141819', '141815', '141816', '141110', '141109', '138177', '144655', '142693', '141753', '141368', '137999', '127414', '135983', '132678', '133495', '133779', '139277', '135603', '123221', '126817', '127337', '126473', '127406', '126409', '126236', '125733', '125734', '121968', '126094', '121704', '123060', '106824', '91341', '124476', '125708', '124219', '123909', '121426', '119852', '124815', '122838', '123467', '123466', '120179', '123245', '123551', '101621', '101007', '126826', '127262', '124207', '123298', '124027', '120492', '122324', '122759', '117041', '122739', '120843', '115593', '122772', '121994', '118712', '122646', '115729', '101237', '122308', '122031', '121373', '122009', '115831', '122307', '120554', '122117', '121572', '120296', '121072', '101011', '119401', '119551', '120159', '120300', '119714', '119633', '116962', '100330', '112831']","['136913', '132081', '105470', '129997', '124116', '131318', '129619', '127644', '130444', '129030', '129171', '129378', '122449', '129049', '127898', '127879', '137999', '133613', '134583', '135079', '132056', '141944', '140850', '141443', '143258', '142016', '140385', '141814', '142693', '141368', '135064', '126817', '125567', '125364', '122838', '120179', '124207', '117041', '121952', '121896', '122392', '118636', '122307', '121072', '120030', '119539', '120300', '100330', '98613', '118736']",Não
57,825,859,Paulo Renato Paim,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador825.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/825,sen.paulopaim@senado.leg.br,RS,1950-03-15,Caxias do Sul,RS,Senado Federal Anexo 1  22º Pavimento  ,"['33035232', '33035231', '33035230', '33035235']","[{'cod': '71', 'data_filiacao': '1999-02-01', 'data_desfiliacao': None}]","['137438', '136635', '131868', '132081', '102721', '105470', '130672', '129997', '131028', '116074', '131775', '131872', '120742', '129808', '131318', '125429', '128136', '128659', '127792', '129547', '80152', '131869', '131643', '131746', '131003', '127681', '129171', '121667', '94536', '131852', '100405', '131777', '132167', '131776', '126135', '121801', '129391', '127863', '111574', '85326', '129049', '49264', '130847', '136775', '122909', '137305', '128634', '133613', '133412', '131419', '116081', '132847', '137178', '117839', '139897', '137122', '137315', '138555', '139005', '121353', '134723', '140424', '140423', '139928', '141674', '141443', '135594', '123903', '129807', '134910', '142499', '143646', '141944', '140850', '141439', '141840', '140392', '140394', '142089', '139882', '141363', '143101', '141144', '142691', '141308', '142022', '142136', '142088', '141436', '140100', '141614', '139736', '141321', '139427', '142596', '141309', '141193', '141561', '141571', '141270', '142442', '141863', '143258', '142263', '142016', '141346', '141174', '143156', '143597', '143611', '142077', '143551', '141297', '141475', '142085', '142091', '140096', '141756', '141437', '140385', '141962', '141354', '141837', '141823', '141814', '140367', '141306', '141219', '141114', '124513', '141349', '141111', '141415', '141375', '141819', '141815', '141816', '141110', '141109', '144655', '135147', '142693', '141753', '141368', '137999', '135064', '127414', '135983', '132678', '139277', '135603', '112161', '103793', '105947', '90255', '103765', '108759', '100715', '113104', '99067', '113338', '56281', '100325', '99497', '104348', '113218', '62771', '76618', '67695', '67731', '68116', '67089', '81729', '81781', '44289', '126817', '127337', '127406', '126236', '118418', '121704', '125364', '123060', '106824', '91341', '124476', '125708', '124219', '121426', '123715', '122838', '123432', '123466', '120179', '123245', '79712', '63526', '41052', '79336', '78488', '77760', '79870', '79651', '79505', '76678', '82744', '62763', '49190', '82502', '83210', '80297', '82471', '55711', '62800', '56008', '57026', '40848', '1206', '59189', '1484', '56188', '841', '50122', '46674', '43565', '47868', '49506', '45191', '82059', '80493', '58362', '66712', '74153', '45393', '66949', '69754', '56066', '74638', '71314', '54790', '60041', '71608', '53378', '44577', '56700', '68712', '67621', '63304', '63306', '68661', '58396', '64715', '67029', '65628', '65509', '66651', '63557', '62161', '65088', '50765', '48576', '60903', '76077', '40354', '101621', '65843', '102335', '102107', '88888', '93784', '83981', '83982', '83013', '127262', '100475', '114234', '102439', '93639', '82930', '76606', '71550', '74634', '75852', '50867', '44798', '76170', '76145', '69602', '69606', '56318', '75700', '114143', '112214', '113088', '85165', '83750', '85036', '83738', '83745', '80262', '83322', '84192', '92006', '100122', '101963', '95349', '101736', '99477', '100923', '100754', '99107', '100418', '100412', '98793', '99824', '99256', '99261', '98670', '98657', '124207', '85825', '85181', '84520', '88335', '59111', '64097', '91651', '82056', '99546', '115051', '118163', '100215', '118221', '112456', '114042', '118070', '118092', '123298', '124027', '120492', '122324', '122759', '123103', '122739', '120843', '121896', '118712', '122646', '115729', '101237', '122308', '122392', '122031', '121373', '122009', '115831', '118636', '120554', '121072', '101011', '120159', '120300', '119714', '119633', '116962', '100330', '112831', '98613', '111567', '90932', '117498', '115833', '105791', '117101', '116436', '116699', '115169', '116682', '60148', '113086', '101037', '119550', '108259', '108390', '88892', '83840', '84005', '84379', '84436', '85105', '85277', '85636', '86379', '86511', '87306', '87614', '88499', '80384', '83009', '69113', '70774', '59177', '90384', '72589', '57110', '87262', '85587', '88596', '77724', '84117', '87005', '87941', '50089', '112691', '112464', '100009', '109761', '106347', '101022', '101807', '80674', '102990', '82419', '102933', '105017', '104943', '98788', '96673', '104266', '103351', '102551', '86666', '86662', '84651', '64718', '75570', '85668', '95964', '97421', '83562', '96327', '95866', '95916', '96850', '95066', '93568', '93462', '93267', '92052']","['92221', '105470', '128550', '125723', '124116', '129619', '127644', '130444', '130047', '128554', '130929', '129378', '129244', '128545', '129049', '127898', '127879', '128035', '137999', '138555', '133940', '134583', '135079', '132922', '141944', '141443', '143258', '142016', '141417', '142690', '140534', '143574', '135147', '142693', '99067', '104348', '113049', '113218', '67696', '126817', '127337', '126473', '126094', '125567', '124476', '123909', '123715', '120179', '76678', '82744', '80809', '63410', '58714', '1484', '56382', '56303', '80417', '80664', '80614', '103793', '58362', '73272', '62771', '71715', '44577', '63306', '68093', '64820', '66736', '62161', '65088', '60903', '64716', '65843', '101053', '90318', '100972', '102107', '88022', '126992', '126826', '114234', '88340', '66712', '114143', '112214', '114601', '113088', '103096', '96674', '101405', '100418', '99189', '124207', '55697', '115051', '117041', '122772', '121994', '120296', '121072', '120030', '119401', '119551', '119539', '120159', '113104', '120300', '100330', '118736', '115940', '113546', '106404', '108390', '91237', '88134', '87941', '100009', '110889', '109615', '106227', '106056', '104814', '103776', '102551', '86383']",Não
58,374,809,Paulo Roberto Galvão da Rocha,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador374.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/374,sen.paulorocha@senado.leg.br,PA,1951-04-01,Curuçá,PA,Senado Federal Anexo 2   Ala Teotônio Vilela Gabinete 08,['33033800'],"[{'cod': '71', 'data_filiacao': '1999-02-01', 'data_desfiliacao': None}]","['119550', '137438', '136635', '133552', '131868', '132081', '102721', '130672', '129997', '131028', '116074', '131775', '131872', '120742', '124116', '129808', '131318', '125429', '128136', '128659', '127644', '127792', '129547', '80152', '131869', '105470', '131643', '131746', '131003', '127681', '129171', '121667', '94536', '131852', '100405', '131777', '132167', '131776', '126135', '121801', '129391', '127863', '128545', '111574', '85326', '129049', '49264', '130847', '136775', '122909', '137305', '128634', '129887', '133613', '131419', '134583', '132847', '137178', '132056', '139897', '137122', '137315', '138555', '118042', '139005', '117839', '121353', '140424', '140423', '139928', '141674', '141443', '135594', '136173', '123903', '129807', '134910', '126084', '122767', '142499', '143646', '141944', '140850', '141439', '141840', '140392', '140394', '142089', '141363', '143101', '141144', '142691', '141308', '142022', '142136', '142088', '141436', '140100', '141614', '139736', '141321', '139427', '142596', '141309', '141193', '141561', '141571', '141270', '141863', '143258', '142263', '142016', '141346', '141174', '143156', '143597', '143611', '142077', '143551', '141297', '141475', '142085', '142091', '140096', '141756', '141437', '140385', '141962', '141354', '141837', '141823', '141814', '140367', '141306', '141219', '141114', '124513', '141349', '141111', '141415', '141375', '141819', '141815', '141816', '141110', '141109', '138177', '144655', '135147', '142693', '141753', '141368', '135064', '127414', '135983', '132678', '133495', '133779', '139277', '135603', '127337', '127406', '121968', '118418', '121704', '125364', '123060', '106824', '91341', '124476', '125708', '124219', '121426', '119852', '123715', '124815', '122838', '123467', '123432', '123466', '120179', '123245', '101621', '101007', '127262', '124207', '123298', '124027', '120492', '122324', '122759', '117041', '123103', '122739', '120843', '115593', '121952', '121994', '118712', '122646', '115729', '101237', '122308', '122392', '122031', '121373', '122009', '115831', '118636', '122307', '120554', '122117', '120296', '121072', '101011', '119551', '120159', '120300', '119714', '119633', '116962', '100330', '112831', '98613']","['136913', '128550', '125723', '129619', '132243', '130444', '129171', '130047', '128554', '130929', '129378', '122449', '129049', '127898', '137999', '138555', '130029', '133940', '133412', '135079', '134723', '132922', '141944', '141443', '143258', '142016', '141417', '142690', '140534', '143574', '135147', '142693', '126817', '127337', '126473', '126409', '126236', '125978', '125733', '125734', '126094', '125567', '123909', '123715', '120179', '126992', '126826', '124207', '123298', '117041', '122772', '121896', '122307', '121572', '121072', '120030', '119401', '119539', '120300', '100330', '118736']",Não
59,5502,801,Francisco Plínio Valério Tomaz,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5502.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5502,sen.pliniovalerio@senado.leg.br,AM,1955-01-31,Eirunepé,AM,Senado Federal Anexo 2 Ala Alexandre Costa 1º Pavimento  Gabinete 01,"['33032833', '33032835', '33032837']","[{'cod': '66', 'data_filiacao': '2013-03-07', 'data_desfiliacao': None}, {'cod': '554', 'data_filiacao': '2013-03-06', 'data_desfiliacao': '2013-03-06'}]","['135603', '136913', '137438', '136635', '137999', '136775', '138555', '122909', '137305', '129887', '132847', '135079', '139897', '137122', '137315', '118042', '139005', '117839', '140424', '140423', '139928', '141674', '135594', '130919', '123903', '129807', '134910', '142499', '143646', '141439', '141840', '140392', '142089', '139882', '141443', '141363', '143101', '141144', '142691', '141308', '142022', '142136', '142088', '141436', '141614', '139736', '141321', '139427', '142596', '141309', '141193', '141561', '141571', '141270', '142442', '142263', '142016', '141346', '141174', '143156', '143597', '143611', '142077', '143551', '141297', '141417', '141475', '142085', '142091', '140096', '141756', '141437', '140385', '141354', '141837', '141823', '141814', '140367', '141306', '141219', '141114', '124513', '141349', '141111', '141415', '140534', '141375', '141819', '141815', '141816', '141110', '141109', '144655', '135147', '142693', '141753', '141368', '135064', '127414', '139277']","['137999', '128634', '134583', '138555', '121353', '141674', '141443', '136173', '141944', '140850', '143258', '142016', '141297', '140385', '141814', '138177', '135147', '143574', '141368']",Não
60,5012,827,Randolph Frederich Rodrigues Alves,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5012.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5012,sen.randolferodrigues@senado.leg.br,AP,1972-11-06,Garanhuns,PE,Senado Federal Anexo 1  9º Pavimento  ,"['33036777', '33036568']","[{'cod': '565', 'data_filiacao': '2015-09-29', 'data_desfiliacao': None}, {'cod': '458', 'data_filiacao': '2011-01-28', 'data_desfiliacao': '2015-09-28'}]","['136913', '137438', '136635', '133552', '131868', '132081', '102721', '105470', '130672', '129997', '131028', '116074', '131775', '131872', '120742', '124116', '129808', '131318', '125429', '128136', '128659', '127792', '129547', '80152', '131869', '131643', '131746', '131003', '127681', '129171', '121667', '94536', '131852', '100405', '131777', '132167', '131776', '126135', '128554', '130929', '129391', '111574', '85326', '121801', '129049', '49264', '130847', '122909', '137305', '129887', '133613', '131419', '116081', '132847', '137178', '117839', '132056', '137315', '138555', '118042', '139005', '121353', '134723', '140423', '139928', '141674', '135594', '130919', '123903', '129807', '134910', '122767', '142499', '143646', '141944', '140850', '141840', '140392', '140394', '142089', '139882', '141443', '141363', '143101', '142691', '142022', '142136', '142088', '141436', '140100', '141614', '139736', '141321', '139427', '142596', '141309', '141193', '141561', '141270', '142442', '143258', '142263', '142016', '141346', '141174', '143156', '143597', '143611', '142077', '143551', '141297', '141417', '141475', '142085', '142091', '140096', '141756', '141437', '140385', '141962', '141354', '141837', '141823', '141814', '140367', '141306', '141219', '141114', '124513', '141349', '141111', '141415', '141375', '141819', '141815', '141816', '141110', '141109', '138177', '144655', '135147', '143574', '142693', '141753', '141368', '137999', '135064', '127414', '135983', '133779', '139277', '135603', '112161', '103793', '105947', '90255', '103765', '108759', '100715', '113104', '99067', '113338', '56281', '100325', '99497', '104348', '113218', '123221', '127337', '126473', '127406', '118418', '121704', '125364', '123060', '106824', '91341', '124476', '125708', '124219', '121426', '119852', '123715', '124815', '122838', '120179', '123245', '123551', '101621', '101007', '101053', '102335', '102107', '114234', '114143', '113088', '92006', '100122', '103096', '95349', '101405', '99477', '100418', '99256', '99189', '98670', '124207', '115051', '118163', '100215', '112456', '114042', '118070', '118092', '123298', '124027', '120492', '122324', '122759', '117041', '123103', '120843', '115593', '121896', '118712', '122646', '115729', '101237', '122308', '122392', '122031', '122009', '115831', '118636', '121072', '101011', '119539', '120159', '120300', '119714', '119633', '116962', '100330', '112831', '98613', '111567', '115940', '115833', '105791', '117101', '116436', '116699', '98688', '115169', '116682', '60148', '113086', '113546', '108390', '100009', '110889', '109761', '105190', '106347', '101022', '101807', '80674', '102990', '82419', '102933', '106056', '104814', '98788', '96673', '104266', '103776', '102551']","['102551', '105470', '126414', '128550', '129619', '127644', '132243', '130444', '129030', '129171', '130047', '129378', '129244', '129391', '127863', '128545', '129049', '127898', '127879', '128035', '137999', '138555', '128634', '130029', '133940', '133412', '134583', '135079', '141443', '136173', '126084', '132922', '141944', '141144', '141308', '141571', '141863', '143258', '142016', '141417', '140385', '142690', '140534', '135147', '142693', '99067', '104348', '113049', '126817', '127337', '126473', '126409', '126236', '125978', '125567', '123909', '120179', '103793', '100972', '102107', '126992', '126826', '127262', '100475', '114234', '102439', '114143', '114601', '113088', '95349', '96674', '101405', '101736', '100923', '100754', '99107', '100418', '100412', '98793', '99824', '99261', '124207', '99546', '111567', '118221', '123298', '122739', '122772', '121952', '121994', '121373', '122307', '120554', '122117', '121572', '120296', '121072', '120030', '119401', '119551', '120159', '113104', '120300', '100330', '118736', '105791', '116866', '113086', '106404', '108259', '108390', '112691', '112464', '100009', '109615', '109150', '106227', '105017', '104943', '98788', '103351']",Não
